typeID,groupID,typeName,mass,volume,capacity,portionSize,marketGroupID,,,,,
23876,526,Lord Arachnan's Encrypted Data Burst,1,50,0.00E+00,1,None,,,,,
23877,526,Encoded Data Transmission,1,50,0.00E+00,1,None,,,,,
23878,521,Blood Raider Commander's Medalion,0.1,1,0.00E+00,1,None,,,,,
23879,523,Blood Raider Commander,19500000,1150000,235,1,None,,,,,
23880,526,Identity Data Chip,1,0.1,0.00E+00,1,None,,,,,
23881,517,Ammargal Detrone's Zealot,11950000,85000,240,1,None,,,,,
23882,314,Standard Decoding Device,80,50,0.00E+00,1,None,,,,,
23883,526,Methros Enhanced Decoding Device,80,50,0.00E+00,1,None,,,,,
23888,356,Methros Enhanced Decoding Device Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23889,226,Indestructible Acceleration Gate,100000,0.00E+00,0.00E+00,1,None,,,,,
23890,526,Inter-Galactic Media Report - The Audesder Incident (1 of 3),1,0.1,0.00E+00,1,None,,,,,
23891,526,Inter-Galactic Media Report - The Audesder Incident (2 of 3),1,0.1,0.00E+00,1,None,,,,,
23892,526,Inter-Galactic Media Report - The Audesder Incident (3 of 3),1,0.1,0.00E+00,1,None,,,,,
23893,526,Enigma Cypher Book,1,0.01,0.00E+00,1,None,,,,,
23894,768,'Page' Capacitor Flux Coil I,20,5,0.00E+00,1,666,,,,,
23895,137,'Page' Capacitor Flux Coil I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23896,767,'Motte' Capacitor Power Relay I,20,5,0.00E+00,1,667,,,,,
23897,137,'Motte' Capacitor Power Relay I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23898,769,'Portcullis' Reactor Control Unit I,20,5,0.00E+00,1,659,,,,,
23899,137,'Portcullis' Reactor Control Unit I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23900,205,'Mangonel' Heat Sink I,1,5,0.00E+00,1,None,,,,,
23901,218,'Mangonel' Heat Sink I Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23902,205,'Trebuchet' Heat Sink I,1,5,0.00E+00,1,647,,,,,
23903,218,'Trebuchet' Heat Sink Blueprint,0.00E+00,0.01,0.00E+00,1,None,,,,,
23904,306,The Scope Storage Container,10000,1200,1000,1,None,,,,,
23906,319,Stationary Revelation,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
23907,474,Shiny Sentry Key,1,0.1,0.00E+00,1,None,,,,,
23908,494,Core Serpentis Sentry,100000,100000000,10000,1,None,,,,,
23909,314,Komni History (1 of 2),1,1,0.00E+00,1,None,,,,,
23911,547,Thanatos,1220000000,13095000,875,1,820,,,,,
23912,643,Thanatos Blueprint,0.00E+00,0.01,0.00E+00,1,890,,,,,
23913,659,Nyx,1600000000,58200000,1750,1,820,,,,,
23914,1013,Nyx Blueprint,0.00E+00,0.01,0.00E+00,1,890,,,,,
23915,547,Chimera,1240000000,11925000,870,1,819,,,,,
23916,643,Chimera Blueprint,0.00E+00,0.01,0.00E+00,1,889,,,,,
23917,659,Wyvern,1700000000,53000000,1740,1,819,,,,,
23918,1013,Wyvern Blueprint,0.00E+00,0.01,0.00E+00,1,889,,,,,
23919,659,Aeon,1780000000,62000000,1650,1,818,,,,,
23920,1013,Aeon Blueprint,0.00E+00,0.01,0.00E+00,1,888,,,,,
23921,803,Strain Annihilator Alvum,100000,60,1200,1,None,,,,,
23922,803,Strain Devastator Alvum,100000,60,1200,1,None,,,,,
23923,803,Strain Viral Infector Alvum,100000,60,1200,1,None,,,,,
23924,803,Strain Violator Alvum,100000,60,1200,1,None,,,,,
23925,526,Blood Fund,1,0.1,0.00E+00,1,None,,,,,
23926,526,Plague Spores,100,0.5,0.00E+00,1,None,,,,,
23929,526,Truthteller,2500,2,0.00E+00,1,None,,,,,
23930,526,Foreman's Head,1,0.1,0.00E+00,1,None,,,,,
23931,526,House Methros Coat of Arms,1,0.1,0.00E+00,1,None,,,,,
23932,526,Blood Reel,100,0.5,0.00E+00,1,None,,,,,
23933,526,Dynasty Ring,1,0.1,0.00E+00,1,None,,,,,
23934,526,Edict of Ancestry,1,0.1,0.00E+00,1,None,,,,,
23935,526,Aradim Arachnan's Head,1,0.1,0.00E+00,1,None,,,,,
23936,526,Ancestral Armor,250,2,0.00E+00,1,None,,,,,
23937,526,Perpetual Chamber Warden,2500,2,0.00E+00,1,None,,,,,
23939,798,Deuce Murderer,10100000,101000,235,1,None,,,,,
23940,579,Vagrant Nihilist,1650000,16500,235,1,None,,,,,
23941,579,Vagrant Anarchist,1650000,16500,235,1,None,,,,,
23942,799,Desperado Nihilist,1650000,16500,235,1,None,,,,,
23943,799,Desperado Anarchist,1650000,16500,235,1,None,,,,,
23945,314,Komni History (2 of 2),1,1,0.00E+00,1,None,,,,,
23946,517,Dakumon's Punisher,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
23947,517,Ebotiz's Retribution,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
23948,314,Native Freshfood Special,400,0.5,0.00E+00,1,None,,,,,
23950,257,Command Ships,0.00E+00,0.01,0.00E+00,1,377,,,,,
23951,533,Aradim Arachnan,11950000,118000,450,1,None,,,,,
23952,715,Karo Zulak's Bestower,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
23953,590,Jump Portal Generator I,1,10000,0.00E+00,1,1640,,,,,
23954,516,Jump Portal Generator I Blueprint,0.00E+00,0.01,0.00E+00,1,799,,,,,
23955,826,Thukker Mercenary Fighter,1100000,27289,130,1,None,,,,,
23956,824,Thukker Mercenary Captain,11500000,96000,365,1,None,,,,,
23957,824,Thukker Mercenary Eliminator,10000000,80000,450,1,None,,,,,
23958,826,Thukker Mercenary Rookie,1000000,17400,120,1,None,,,,,
23959,826,Thukker Mercenary Elite Fighter,1200000,22500,200,1,None,,,,,
23960,494,Sentry Station Alpha/Beta,100000,100000000,10000,1,None,,,,,
23961,474,Serpentis Sentry Station Gate Crystal,1,0.1,0.00E+00,1,None,,,,,
23963,319,Stargate Gallente 1,1E+35,100000000,10000,1,None,,,,,
23964,494,Blood Kernel,100000,100000000,10000,1,None,,,,,
23965,533,Blood Raider Foreman,11800000,118000,235,1,None,,,,,
23968,226,Fortified Blood Raider Barrier,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
23969,596,Gistior Shatterer,1645000,16450,120,1,None,,,,,
23970,605,Corpior Visionary,2860000,28600,235,1,None,,,,,
23971,614,Pithior Nihilist,1650000,16500,235,1,None,,,,,
23972,623,Centior Misshape,2112000,21120,235,1,None,,,,,
23973,632,Corelior Trooper,2650000,26500,235,1,None,,,,,
23974,596,Gistior Defacer,1645000,16450,120,1,None,,,,,
23975,596,Gistior Haunter,1645000,16450,120,1,None,,,,,
23976,596,Gistior Defiler,1645000,16450,120,1,None,,,,,
23977,596,Gistior Seizer,1645000,16450,120,1,None,,,,,
23978,596,Gistior Trasher,1645000,16450,120,1,None,,,,,
23979,605,Corpior Converter,2860000,28600,235,1,None,,,,,
23980,605,Corpior Templar,2860000,28600,235,1,None,,,,,
23981,605,Corpior Devoter,2860000,28600,235,1,None,,,,,
23982,605,Corpior Friar,2860000,28600,235,1,None,,,,,
23983,605,Corpior Cleric,2860000,28600,235,1,None,,,,,
23984,614,Pithior Anarchist,1650000,16500,235,1,None,,,,,
23985,614,Pithior Renegade,1650000,16500,235,1,None,,,,,
23986,614,Pithior Guerilla,1650000,16500,235,1,None,,,,,
23987,614,Pithior Terrorist,1650000,16500,235,1,None,,,,,
23988,614,Pithior Supremacist,1650000,16500,235,1,None,,,,,
23989,623,Centior Cannibal,2112000,21120,235,1,None,,,,,
23990,623,Centior Devourer,2112000,21120,235,1,None,,,,,
23991,623,Centior Abomination,2112000,21120,235,1,None,,,,,
23992,623,Centior Monster,2112000,21120,235,1,None,,,,,
23993,623,Centior Horror,2112000,21120,235,1,None,,,,,
23994,632,Corelior Soldier,2650000,26500,235,1,None,,,,,
23995,632,Corelior Infantry,2650000,26500,235,1,None,,,,,
23996,632,Corelior Sentinel,2650000,26500,235,1,None,,,,,
23997,632,Corelior Cannoneer,2650000,26500,235,1,None,,,,,
23998,632,Corelior Artillery,2650000,26500,235,1,None,,,,,
23999,593,Gistatis Legionnaire,10900000,109000,120,1,None,,,,,
24000,602,Corpatis Bishop,11800000,118000,235,1,None,,,,,
24001,611,Pithatis Executor,10100000,101000,235,1,None,,,,,
24002,620,Centatis Phantasm,10010000,100100,235,1,None,,,,,
24003,629,Corelatis Wing Leader,11200000,112000,480,1,None,,,,,
24004,593,Gistatis Primus,10900000,109000,120,1,None,,,,,
24005,593,Gistatis Tribuni,10900000,109000,120,1,None,,,,,
24006,593,Gistatis Praefectus,10900000,109000,120,1,None,,,,,
24007,593,Gistatis Tribunus,10900000,109000,120,1,None,,,,,
24008,593,Gistatis Legatus,10900000,109000,120,1,None,,,,,
24009,602,Corpatis Seer,11800000,118000,235,1,None,,,,,
24010,602,Corpatis Shade,11800000,118000,235,1,None,,,,,
24011,602,Corpatis Fanatic,11800000,118000,235,1,None,,,,,
24012,602,Corpatis Phantom,11800000,118000,235,1,None,,,,,
24013,602,Corpatis Exorcist,11800000,118000,235,1,None,,,,,
24014,611,Pithatis Enforcer,10100000,101000,235,1,None,,,,,
24015,611,Pithatis Assaulter,10100000,101000,235,1,None,,,,,
24016,611,Pithatis Assassin,10100000,101000,235,1,None,,,,,
24017,611,Pithatis Death Dealer,10100000,101000,235,1,None,,,,,
24018,611,Pithatis Revolter,10100000,101000,235,1,None,,,,,
24019,620,Centatis Specter,10010000,100100,235,1,None,,,,,
24020,620,Centatis Wraith,10010000,100100,235,1,None,,,,,
24021,620,Centatis Devil,10010000,100100,235,1,None,,,,,
24022,620,Centatis Daemon,10010000,100100,235,1,None,,,,,
24023,620,Centatis Behemoth,10010000,100100,235,1,None,,,,,
24024,629,Corelatis Squad Leader,11200000,112000,480,1,None,,,,,
24025,629,Corelatis Platoon Leader,11200000,112000,480,1,None,,,,,
24026,629,Corelatis Captain,11200000,112000,480,1,None,,,,,
24027,629,Corelatis Captain Sentry,11200000,112000,480,1,None,,,,,
24028,629,Corelatis High Captain,11200000,112000,480,1,None,,,,,
24029,226,Fortified Blood Raider Fence,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
24030,526,R.S. Officer's Passcard,1,0.1,0.00E+00,1,None,,,,,
24031,526,R.S. Officer's Alpha Passcard,1,0.1,0.00E+00,1,None,,,,,
24032,226,Human Farm,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
24033,597,Arch Gistii Ruffian,1645000,16450,120,1,None,,,,,
24034,597,Arch Gistii Nomad,1645000,16450,120,1,None,,,,,
24035,597,Arch Gistii Ambusher,1645000,16450,120,1,None,,,,,
24036,597,Arch Gistii Raider,1645000,16450,120,1,None,,,,,
24037,597,Arch Gistii Hunter,1645000,16450,120,1,None,,,,,
24038,597,Arch Gistii Impaler,1645000,16450,120,1,None,,,,,
24039,606,Elder Corpii Seeker,2860000,28600,235,1,None,,,,,
24040,606,Elder Corpii Collector,2860000,28600,235,1,None,,,,,
24041,606,Elder Corpii Raider,2860000,28600,235,1,None,,,,,
24042,606,Elder Corpii Diviner,2860000,28600,235,1,None,,,,,
24043,606,Elder Corpii Reaver,2860000,28600,235,1,None,,,,,
24044,606,Elder Corpii Engraver,2860000,28600,235,1,None,,,,,
24045,615,Dire Pithi Despoiler,1650000,16500,235,1,None,,,,,
24046,615,Dire Pithi Saboteur,1650000,16500,235,1,None,,,,,
24047,615,Dire Pithi Plunderer,1650000,16500,235,1,None,,,,,
24048,615,Dire Pithi Wrecker,1650000,16500,235,1,None,,,,,
24049,615,Dire Pithi Destructor,1650000,16500,235,1,None,,,,,
24050,615,Dire Pithi Demolisher,1650000,16500,235,1,None,,,,,
24051,624,Centii Loyal Savage,2112000,21120,235,1,None,,,,,
24052,624,Centii Loyal Slavehunter,2112000,21120,235,1,None,,,,,
24053,624,Centii Loyal Enslaver,2112000,21120,235,1,None,,,,,
24054,624,Centii Loyal Plague,2112000,21120,235,1,None,,,,,
24055,624,Centii Loyal Manslayer,2112000,21120,235,1,None,,,,,
24056,624,Centii Loyal Butcher,2112000,21120,235,1,None,,,,,
24057,633,Coreli Guardian Watchman,2650000,26500,235,1,None,,,,,
24058,633,Coreli Guardian Patroller,2650000,26500,235,1,None,,,,,
24059,633,Coreli Guardian Guard,2650000,26500,235,1,None,,,,,
24060,633,Coreli Guardian Safeguard,2650000,26500,235,1,None,,,,,
24061,633,Coreli Guardian Defender,2650000,26500,235,1,None,,,,,
24062,633,Coreli Guardian Protector,2650000,26500,235,1,None,,,,,
24063,631,Corelum Chief Infantry,11200000,112000,480,1,None,,,,,
24064,631,Corelum Chief Sentinel,11200000,112000,480,1,None,,,,,
24065,631,Corelum Guardian Chief Scout,11200000,112000,480,1,None,,,,,
24066,631,Corelum Guardian Chief Spy,11200000,112000,480,1,None,,,,,
24067,631,Corelum Guardian Chief Watchman,11200000,112000,480,1,None,,,,,
24068,631,Corelum Guardian Chief Patroller,11200000,112000,480,1,None,,,,,
24069,631,Corelum Guardian Chief Guard,11200000,112000,480,1,None,,,,,
24070,631,Corelum Guardian Chief SafeGuard,11200000,112000,480,1,None,,,,,
24071,631,Corelum Guardian Chief Defender,11200000,112000,480,1,None,,,,,
24072,631,Corelum Guardian Chief Protector,11200000,112000,480,1,None,,,,,
24073,631,Corelum Guardian Chief Infantry,11200000,112000,480,1,None,,,,,
24074,631,Corelum Guardian Chief Sentinel,11200000,112000,480,1,None,,,,,
24075,622,Centum Fiend,10010000,100100,235,1,None,,,,,
24076,622,Centum Hellhound,10010000,100100,235,1,None,,,,,
24077,622,Centum Loyal Ravisher,10010000,100100,235,1,None,,,,,
24078,622,Centum Loyal Ravager,10010000,100100,235,1,None,,,,,
24079,622,Centum Loyal Beast,10010000,100100,235,1,None,,,,,
24080,622,Centum Loyal Juggernaut,10010000,100100,235,1,None,,,,,
24081,622,Centum Loyal Slaughterer,10010000,100100,235,1,None,,,,,
24082,622,Centum Loyal Execrator,10010000,100100,235,1,None,,,,,
24083,622,Centum Loyal Mutilator,10010000,100100,235,1,None,,,,,
24084,622,Centum Loyal Torturer,10010000,100100,235,1,None,,,,,
24085,622,Centum Loyal Fiend,10010000,100100,235,1,None,,,,,
24086,622,Centum Loyal Hellhound,10010000,100100,235,1,None,,,,,
24087,613,Pithum Eraser,10100000,101000,235,1,None,,,,,
24088,613,Pithum Abolisher,10100000,101000,235,1,None,,,,,
24089,613,Dire Pithum Silencer,10100000,101000,235,1,None,,,,,
24090,613,Dire Pithum Ascriber,10100000,101000,235,1,None,,,,,
24091,613,Dire Pithum Killer,10100000,101000,235,1,None,,,,,
24092,613,Dire Pithum Murderer,10100000,101000,235,1,None,,,,,
24093,613,Dire Pithum Annihilator,10100000,101000,235,1,None,,,,,
24094,613,Dire Pithum Nullifier,10100000,101000,235,1,None,,,,,
24095,613,Dire Pithum Mortifier,10100000,101000,235,1,None,,,,,
24096,613,Dire Pithum Inferno,10100000,101000,235,1,None,,,,,
24097,613,Dire Pithum Eraser,10100000,101000,235,1,None,,,,,
24098,613,Dire Pithum Abolisher,10100000,101000,235,1,None,,,,,
24099,604,Corpum Shadow Sage,11800000,118000,235,1,None,,,,,
24100,604,Corpum Dark Priest,11800000,118000,235,1,None,,,,,
24101,604,Elder Corpum Arch Reaver,11800000,118000,235,1,None,,,,,
24102,604,Elder Corpum Arch Engraver,11800000,118000,235,1,None,,,,,
24103,604,Elder Corpum Arch Templar,11800000,118000,235,1,None,,,,,
24104,604,Elder Corpum Revenant,11800000,118000,235,1,None,,,,,
24105,604,Elder Corpum Sage,11800000,118000,235,1,None,,,,,
24106,604,Elder Corpum Priest,11800000,118000,235,1,None,,,,,
24107,604,Elder Corpum Arch Sage,11800000,118000,235,1,None,,,,,
24108,604,Elder Corpum Arch Priest,11800000,118000,235,1,None,,,,,
24109,604,Elder Corpum Shadow Sage,11800000,118000,235,1,None,,,,,
24110,604,Elder Corpum Dark Priest,11800000,118000,235,1,None,,,,,
24111,595,Gistum Phalanx,10900000,109000,120,1,None,,,,,
24112,595,Gistum Centurion,10900000,109000,120,1,None,,,,,
24113,595,Arch Gistum Depredator,10900000,109000,120,1,None,,,,,
24114,595,Arch Gistum Predator,10900000,109000,120,1,None,,,,,
24115,595,Arch Gistum Smasher,10900000,109000,120,1,None,,,,,
24116,595,Arch Gistum Crusher,10900000,109000,120,1,None,,,,,
24117,595,Arch Gistum Breaker,10900000,109000,120,1,None,,,,,
24118,595,Arch Gistum Defeater,10900000,109000,120,1,None,,,,,
24119,595,Arch Gistum Marauder,10900000,109000,120,1,None,,,,,
24120,595,Arch Gistum Liquidator,10900000,109000,120,1,None,,,,,
24121,595,Arch Gistum Phalanx,10900000,109000,120,1,None,,,,,
24122,595,Arch Gistum Centurion,10900000,109000,120,1,None,,,,,
24123,526,Elite Laser Pistols,2500,2,0.00E+00,1,None,,,,,
24124,306,Laser-Pistol Stash,10000,1200,1000,1,None,,,,,
24125,594,Gist Saint,19000000,19000000,120,1,None,,,,,
24126,594,Gist Nephilim,19000000,19000000,120,1,None,,,,,
24127,594,Gist Malakim,19000000,19000000,120,1,None,,,,,
24128,594,Gist Throne,19000000,19000000,120,1,None,,,,,
24129,594,Gist Cherubim,19000000,19000000,120,1,None,,,,,
24130,594,Gist Seraphim,19000000,19000000,120,1,None,,,,,
24131,594,Gist Domination Malakim,19000000,19000000,120,1,None,,,,,
24132,594,Gist Domination Throne,19000000,19000000,120,1,None,,,,,
24133,594,Gist Domination Cherubim,19000000,19000000,120,1,None,,,,,
24134,594,Gist Domination Seraphim,19000000,19000000,120,1,None,,,,,
24135,603,Corpus Archbishop,19500000,1150000,235,1,None,,,,,
24136,603,Corpus Harbinger,19500000,1150000,235,1,None,,,,,
24137,603,Corpus Monsignor,19500000,1150000,235,1,None,,,,,
24138,603,Corpus Cardinal,19500000,1150000,235,1,None,,,,,
24139,603,Corpus Patriarch,19500000,1150000,235,1,None,,,,,
24140,603,Corpus Pope,19500000,1150000,235,1,None,,,,,
24141,603,Dark Corpus Monsignor,19500000,1150000,235,1,None,,,,,
24142,603,Dark Corpus Cardinal,19500000,1150000,235,1,None,,,,,
24143,603,Dark Corpus Patriarch,19500000,1150000,235,1,None,,,,,
24144,603,Dark Corpus Pope,19500000,1150000,235,1,None,,,,,
24145,612,Pith Eliminator,21000000,22000000,235,1,None,,,,,
24146,612,Pith Exterminator,21000000,22000000,235,1,None,,,,,
24147,612,Pith Destroyer,21000000,22000000,235,1,None,,,,,
24148,612,Pith Conquistador,21000000,22000000,235,1,None,,,,,
24149,612,Pith Massacrer,21000000,22000000,235,1,None,,,,,
24150,612,Pith Usurper,21000000,22000000,235,1,None,,,,,
24151,612,Dread Pith Destroyer,21000000,22000000,235,1,None,,,,,
24152,612,Dread Pith Conquistador,21000000,22000000,235,1,None,,,,,
24153,612,Dread Pith Massacrer,21000000,22000000,235,1,None,,,,,
24154,612,Dread Pith Usurper,21000000,22000000,235,1,None,,,,,
24155,621,Centus Plague Lord,10010000,100100,235,1,None,,,,,
24156,621,Centus Beast Lord,10010000,100100,235,1,None,,,,,
24157,621,Centus Overlord,10010000,100100,235,1,None,,,,,
24158,621,Centus Dark Lord,10010000,100100,235,1,None,,,,,
24159,621,Centus Dread Lord,10010000,100100,235,1,None,,,,,
24160,621,Centus Tyrant,10010000,100100,235,1,None,,,,,
24161,621,True Centus Overlord,10010000,100100,235,1,None,,,,,
24162,621,True Centus Dark Lord,10010000,100100,235,1,None,,,,,
24163,621,True Centus Dread Lord,10010000,100100,235,1,None,,,,,
24164,621,True Centus Tyrant,10010000,100100,235,1,None,,,,,
24165,630,Core Flotilla Admiral,17500000,1140000,480,1,None,,,,,
24166,630,Core Vice Admiral,17500000,1140000,480,1,None,,,,,
24167,630,Core Admiral,17500000,1140000,480,1,None,,,,,
24168,630,Core High Admiral,17500000,1140000,480,1,None,,,,,
24169,630,Core Grand Admiral,17500000,1140000,480,1,None,,,,,
24170,630,Core Lord Admiral,17500000,1140000,480,1,None,,,,,
24171,630,Shadow Core Admiral,17500000,1140000,480,1,None,,,,,
24172,630,Shadow Core High Admiral,17500000,1140000,480,1,None,,,,,
24173,630,Shadow Core Grand Admiral,17500000,1140000,480,1,None,,,,,
24174,630,Shadow Core Lord Admiral,17500000,1140000,480,1,None,,,,,
24175,593,Gistatis Domination Legionnaire,10900000,109000,120,1,None,,,,,
24176,593,Gistatis Domination Primus,10900000,109000,120,1,None,,,,,
24177,593,Gistatis Domination Tribuni,10900000,109000,120,1,None,,,,,
24178,593,Gistatis Domination Praefectus,10900000,109000,120,1,None,,,,,
24179,593,Gistatis Domination Tribunus,10900000,109000,120,1,None,,,,,
24180,593,Gistatis Domination Legatus,10900000,109000,120,1,None,,,,,
24181,602,Dark Corpatis Bishop,11800000,118000,235,1,None,,,,,
24182,602,Dark Corpatis Seer,11800000,118000,235,1,None,,,,,
24183,602,Dark Corpatis Shade,11800000,118000,235,1,None,,,,,
24184,602,Dark Corpatis Fanatic,11800000,118000,235,1,None,,,,,
24185,602,Dark Corpatis Phantom,11800000,118000,235,1,None,,,,,
24186,602,Dark Corpatis Exorcist,11800000,118000,235,1,None,,,,,
24187,611,Dread Pithatis Executor,10100000,101000,235,1,None,,,,,
24188,611,Dread Pithatis Enforcer,10100000,101000,235,1,None,,,,,
24189,611,Dread Pithatis Assaulter,10100000,101000,235,1,None,,,,,
24190,611,Dread Pithatis Assassin,10100000,101000,235,1,None,,,,,
24191,611,Dread Pithatis Death Dealer,10100000,101000,235,1,None,,,,,
24192,611,Dread Pithatis Revolter,10100000,101000,235,1,None,,,,,
24193,620,True Centatis Phantasm,10010000,100100,235,1,None,,,,,
24194,620,True Centatis Specter,10010000,100100,235,1,None,,,,,
24195,620,True Centatis Wraith,10010000,100100,235,1,None,,,,,
24196,620,True Centatis Devil,10010000,100100,235,1,None,,,,,
24197,620,True Centatis Daemon,10010000,100100,235,1,None,,,,,
24198,620,True Centatis Behemoth,10010000,100100,235,1,None,,,,,
24199,629,Shadow Corelatis Wing Leader,11200000,112000,480,1,None,,,,,
24200,629,Shadow Corelatis Squad Leader,11200000,112000,480,1,None,,,,,
24201,629,Shadow Corelatis Platoon Leader,11200000,112000,480,1,None,,,,,
24202,629,Shadow Corelatis Captain,11200000,112000,480,1,None,,,,,
24203,629,Shadow Corelatis Captain Sentry,11200000,112000,480,1,None,,,,,
24204,629,Shadow Corelatis High Captain,11200000,112000,480,1,None,,,,,
24205,632,Shadow Corelior Trooper,2650000,26500,235,1,None,,,,,
24206,632,Shadow Corelior Soldier,2650000,26500,235,1,None,,,,,
24207,632,Shadow Corelior Infantry,2650000,26500,235,1,None,,,,,
24208,632,Shadow Corelior Sentinel,2650000,26500,235,1,None,,,,,
24209,632,Shadow Corelior Cannoneer,2650000,26500,235,1,None,,,,,
24210,632,Shadow Corelior Artillery,2650000,26500,235,1,None,,,,,
24211,623,True Centior Misshape,2112000,21120,235,1,None,,,,,
24212,623,True Centior Cannibal,2112000,21120,235,1,None,,,,,
24213,623,True Centior Devourer,2112000,21120,235,1,None,,,,,
24214,623,True Centior Abomination,2112000,21120,235,1,None,,,,,
24215,623,True Centior Monster,2112000,21120,235,1,None,,,,,
24216,623,True Centior Horror,2112000,21120,235,1,None,,,,,
24217,614,Dread Pithior Nihilist,1650000,16500,235,1,None,,,,,
24218,614,Dread Pithior Anarchist,1650000,16500,235,1,None,,,,,
24219,614,Dread Pithior Renegade,1650000,16500,235,1,None,,,,,
24220,614,Dread Pithior Guerilla,1650000,16500,235,1,None,,,,,
24221,614,Dread Pithior Terrorist,1650000,16500,235,1,None,,,,,
24222,614,Dread Pithior Supremacist,1650000,16500,235,1,None,,,,,
24223,605,Dark Corpior Visioner,2860000,28600,235,1,None,,,,,
24224,605,Dark Corpior Converter,2860000,28600,235,1,None,,,,,
24225,605,Dark Corpior Templar,2860000,28600,235,1,None,,,,,
24226,605,Dark Corpior Devoter,2860000,28600,235,1,None,,,,,
24227,605,Dark Corpior Friar,2860000,28600,235,1,None,,,,,
24228,605,Dark Corpior Cleric,2860000,28600,235,1,None,,,,,
24229,596,Gistior Domination Shatterer,1645000,16450,120,1,None,,,,,
24230,596,Gistior Domination Defacer,1645000,16450,120,1,None,,,,,
24231,596,Gistior Domination Haunter,1645000,16450,120,1,None,,,,,
24232,596,Gistior Domination Defiler,1645000,16450,120,1,None,,,,,
24233,596,Gistior Domination Seizer,1645000,16450,120,1,None,,,,,
24234,596,Gistior Domination Trasher,1645000,16450,120,1,None,,,,,
24237,306,Blood Factory,100000,100000000,10000,1,None,,,,,
24238,283,Blood Raider Scientist,250,3,0.00E+00,1,None,,,,,
24239,517,Amokin's Malediction,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
24240,517,Parsik's Crucifier,0.00E+00,0.00E+00,0.00E+00,1,None,,,,,
24241,273,Light Drone Operation,0.00E+00,0.01,0.00E+00,1,366,,,,,
24242,1220,Infomorph Psychology,0.00E+00,0.01,0.00E+00,1,1746,,,,,
24243,494,Altar of the Blessed,100000,100000000,10000,1,None,,,,,
24244,526,The Apocryphon,1,0.1,0.00E+00,1,None,,,,,
24245,319,Smuggler Stargate,1E+35,100000000,10000,1,None,,,,,
24246,526,Bug-Ridden Corpse,80,1,0.00E+00,1,None,,,,,
24247,526,Antiseptic Biomass,1000,1,0.00E+00,1,None,,,,,
24248,526,Noble Remains,1,0.1,0.00E+00,1,None,,,,,
24249,526,Generator Debris,2000,1,0.00E+00,1,None,,,,,
24250,526,Archpriest Hakram's Head,1,0.1,0.00E+00,1,None,,,,,
24251,283,Pilgrims,20,1,0.00E+00,1,None,,,,,
24252,226,Fortified Smuggler Stargate,1E+35,100000000,10000,1,None,,,,,
24253,526,Dead Pilgrim,80,1,0.00E+00,1,None,,,,,
24254,526,Saintly Shroud,2,1,0.00E+00,1,None,,,,,
24255,526,Arc of Revelation,1000,50,0.00E+00,1,None,,,,,
24256,494,Generator Building,100000,100000000,10000,1,None,,,,,
24257,494,Temple of the Revelation,100000,100000000,10000,1,None,,,,,
24258,527,Corpse Dealer,2860000,28600,235,1,None,,,,,
24259,527,Corpse Collector,2860000,28600,235,1,None,,,,,
24260,534,Archpriest Hakram,19500000,1150000,235,1,None,,,,,
24261,533,Corpse Harvester,11800000,118000,235,1,None,,,,,
24262,494,Asteroid Station,1000000,100000000,10000,1,None,,,,,
24263,526,Anema Bluechip,1,0.1,0.00E+00,1,None,,,,,
24264,474,Bastion Master Key,1,0.1,0.00E+00,1,None,,,,,
24265,288,Thukker Wingman,1580000,15800,145,1,None,,,,,
24267,306,Lord Methros' Outpost,100000,100000000,10000,1,None,,,,,
24268,268,Supply Chain Management,0.00E+00,0.01,0.00E+00,1,369,,,,,
24269,306,Lord Arachnan's Outpost,100000,100000000,10000,1,None,,,,,
24270,270,Scientific Networking,0.00E+00,0.01,0.00E+00,1,375,,,,,
24271,678,Federation Navy Officer Vexor,13075000,115000,480,1,None,,,,,
24276,526,Amolah Kesti's Data Fragment I,1,0.1,0.00E+00,1,None,,,,,
24277,526,Amolah Kesti's Data Fragment II,1,0.1,0.00E+00,1,None,,,,,
24278,526,Amolah Kesti's Data Fragment III,1,0.1,0.00E+00,1,None,,,,,
24279,306,Strange Drifting Cask,10000,1200,1400,1,None,,,,,
24280,306,Strange Drifting Cask_2,10000,1200,1400,1,None,,,,,
24281,306,Strange Drifting Cask_3,10000,1200,1400,1,None,,,,,
24282,534,New Breed Queen,19000000,1010000,950,1,None,,,,,
24283,407,Fighter Support Unit I,200,4000,0.00E+00,1,938,,,,,
24284,408,Fighter Support Unit I Blueprint,0.00E+00,0.01,0.00E+00,1,939,,,,,
